PAIR,BID,ASK,TIME
BTC/USD,36307,36317,11-06-21 1:55:30
BTC/USD,36316,36323,11-06-21 1:55:20
BTC/USD,36324,36325,11-06-21 1:55:10
BTC/USD,36307,36308,11-06-21 1:55:00
BTC/USD,36324,36325,11-06-21 1:54:50
BTC/USD,36309,36311,11-06-21 1:54:40
BTC/USD,36307,36308,11-06-21 1:54:30
BTC/USD,36268,36274,11-06-21 1:54:20
BTC/USD,36301,36307,11-06-21 1:54:10
BTC/USD,36278,36279,11-06-21 1:54:00
BTC/USD,36278,36279,11-06-21 1:53:50
BTC/USD,36271,36276,11-06-21 1:53:40
BTC/USD,36258,36263,11-06-21 1:53:30
BTC/USD,36257,36258,11-06-21 1:53:20
BTC/USD,36272,36276,11-06-21 1:53:10
BTC/USD,36267,36268,11-06-21 1:53:00
BTC/USD,36272,36273,11-06-21 1:52:50
BTC/USD,36272,36273,11-06-21 1:52:40
BTC/USD,36237,36246,11-06-21 1:52:30
BTC/USD,36258,36266,11-06-21 1:52:20
BTC/USD,36239,36248,11-06-21 1:52:10
BTC/USD,36234,36241,11-06-21 1:52:00
BTC/USD,36212,36222,11-06-21 1:51:50
BTC/USD,36230,36239,11-06-21 1:51:40
BTC/USD,36211,36216,11-06-21 1:51:30
BTC/USD,36216,36228,11-06-21 1:51:20
BTC/USD,36231,36232,11-06-21 1:51:10
BTC/USD,36276,36279,11-06-21 1:51:00
BTC/USD,36271,36272,11-06-21 1:50:50
BTC/USD,36305,36307,11-06-21 1:50:40
BTC/USD,36295,36305,11-06-21 1:50:30
BTC/USD,36313,36314,11-06-21 1:50:20
BTC/USD,36322,36330,11-06-21 1:50:10
BTC/USD,36344,36353,11-06-21 1:50:00
BTC/USD,36346,36357,11-06-21 1:49:50
BTC/USD,36345,36351,11-06-21 1:49:40
BTC/USD,36332,36340,11-06-21 1:49:30
BTC/USD,36319,36320,11-06-21 1:49:20
BTC/USD,36332,36333,11-06-21 1:49:10
BTC/USD,36367,36370,11-06-21 1:49:00
BTC/USD,36371,36379,11-06-21 1:48:50
BTC/USD,36371,36381,11-06-21 1:48:40
BTC/USD,36377,36383,11-06-21 1:48:30
BTC/USD,36398,36408,11-06-21 1:48:20
BTC/USD,36388,36389,11-06-21 1:48:10
BTC/USD,36353,36354,11-06-21 1:48:00
BTC/USD,36342,36349,11-06-21 1:47:50
BTC/USD,36340,36341,11-06-21 1:47:40
BTC/USD,36305,36310,11-06-21 1:47:30
BTC/USD,36285,36288,11-06-21 1:47:20
BTC/USD,36285,36286,11-06-21 1:47:10
BTC/USD,36300,36306,11-06-21 1:47:00
BTC/USD,36291,36300,11-06-21 1:46:50
BTC/USD,36305,36315,11-06-21 1:46:40
BTC/USD,36315,36323,11-06-21 1:46:30
