PAIR,BID,ASK,TIME
ETH/USD,2662.7,2664.2,06-06-21 06:55:10
ETH/USD,2659.3,2660.5,06-06-21 06:55:00
ETH/USD,2658,2659,06-06-21 06:54:50
ETH/USD,2659.2,2660.4,06-06-21 06:54:40
ETH/USD,2661.1,2662.1,06-06-21 06:54:30
ETH/USD,2664.7,2665.7,06-06-21 06:54:20
ETH/USD,2666.3,2666.9,06-06-21 06:54:10
ETH/USD,2666.6,2667.3,06-06-21 06:54:00
ETH/USD,2666.4,2667.4,06-06-21 06:53:50
ETH/USD,2666.1,2667,06-06-21 06:53:40
ETH/USD,2667,2668.1,06-06-21 06:53:30
ETH/USD,2667.2,2668.6,06-06-21 06:53:20
ETH/USD,2669.4,2669.5,06-06-21 06:53:10
ETH/USD,2669.3,2669.9,06-06-21 06:53:00
ETH/USD,2669.5,2669.7,06-06-21 06:52:50
ETH/USD,2669.5,2670.5,06-06-21 06:52:40
ETH/USD,2669.6,2670.7,06-06-21 06:52:30
ETH/USD,2671,2671.8,06-06-21 06:52:20
ETH/USD,2670.4,2670.9,06-06-21 06:52:10
ETH/USD,2669.5,2670.4,06-06-21 06:52:00
ETH/USD,2669.2,2670.6,06-06-21 06:51:50
ETH/USD,2666.5,2667.6,06-06-21 06:51:40
ETH/USD,2668.5,2668.8,06-06-21 06:51:30
ETH/USD,2667.2,2668.8,06-06-21 06:51:20
ETH/USD,2666.5,2667.8,06-06-21 06:51:10
ETH/USD,2663.9,2665,06-06-21 06:51:00
ETH/USD,2668.4,2668.5,06-06-21 06:50:50
ETH/USD,2669.1,2669.7,06-06-21 06:50:40
ETH/USD,2669.2,2669.9,06-06-21 06:50:30
ETH/USD,2668.9,2669.9,06-06-21 06:50:20
ETH/USD,2669.7,2670.6,06-06-21 06:50:10
ETH/USD,2670.5,2671.2,06-06-21 06:50:00
ETH/USD,2670.1,2671,06-06-21 06:49:50
ETH/USD,2669.6,2670.4,06-06-21 06:49:40
ETH/USD,2669.6,2670.4,06-06-21 06:49:30
ETH/USD,2670.2,2671,06-06-21 06:49:20
ETH/USD,2672.2,2672.7,06-06-21 06:49:10
