PAIR,BID,ASK,TIME
LINK/USD,23.704,23.733,09-06-21 08:23:11
LINK/USD,23.689,23.724,09-06-21 08:23:01
LINK/USD,23.706,23.733,09-06-21 08:22:51
LINK/USD,23.578,23.594,09-06-21 08:22:41
LINK/USD,23.576,23.594,09-06-21 08:22:31
LINK/USD,23.582,23.603,09-06-21 08:22:21
LINK/USD,23.579,23.612,09-06-21 08:22:11
LINK/USD,23.553,23.583,09-06-21 08:22:01
LINK/USD,23.575,23.61,09-06-21 08:21:51
LINK/USD,23.61,23.64,09-06-21 08:21:41
LINK/USD,23.618,23.645,09-06-21 08:21:31
LINK/USD,23.622,23.656,09-06-21 08:21:21
LINK/USD,23.671,23.699,09-06-21 08:21:11
LINK/USD,23.688,23.701,09-06-21 08:21:01
LINK/USD,23.674,23.695,09-06-21 08:20:51
LINK/USD,23.665,23.688,09-06-21 08:20:41
LINK/USD,23.64,23.671,09-06-21 08:20:31
LINK/USD,23.68,23.698,09-06-21 08:20:21
LINK/USD,23.681,23.701,09-06-21 08:20:11
LINK/USD,23.644,23.675,09-06-21 08:20:01
LINK/USD,23.633,23.665,09-06-21 08:19:51
LINK/USD,23.63,23.645,09-06-21 08:19:41
LINK/USD,23.586,23.624,09-06-21 08:19:31
LINK/USD,23.592,23.61,09-06-21 08:19:21
LINK/USD,23.573,23.61,09-06-21 08:19:11
LINK/USD,23.529,23.562,09-06-21 08:19:01
LINK/USD,23.525,23.557,09-06-21 08:18:51
LINK/USD,23.528,23.562,09-06-21 08:18:41
LINK/USD,23.541,23.566,09-06-21 08:18:31
LINK/USD,23.553,23.591,09-06-21 08:18:21
LINK/USD,23.592,23.621,09-06-21 08:18:11
LINK/USD,23.572,23.599,09-06-21 08:18:01
LINK/USD,23.555,23.579,09-06-21 08:17:51
LINK/USD,23.527,23.56,09-06-21 08:17:41
LINK/USD,23.572,23.598,09-06-21 08:17:31
LINK/USD,23.568,23.594,09-06-21 08:17:21
LINK/USD,23.67,23.692,09-06-21 08:17:11
LINK/USD,23.688,23.696,09-06-21 08:17:01
LINK/USD,23.701,23.709,09-06-21 08:16:51
LINK/USD,23.701,23.714,09-06-21 08:16:41
LINK/USD,23.701,23.732,09-06-21 08:16:31
LINK/USD,23.701,23.734,09-06-21 08:16:21
LINK/USD,23.701,23.725,09-06-21 08:16:11
LINK/USD,23.731,23.755,09-06-21 08:16:01
LINK/USD,23.739,23.767,09-06-21 08:15:51
LINK/USD,23.737,23.77,09-06-21 08:15:41
LINK/USD,23.725,23.757,09-06-21 08:15:31
LINK/USD,23.722,23.753,09-06-21 08:15:21
LINK/USD,23.744,23.775,09-06-21 08:15:11
LINK/USD,23.78,23.803,09-06-21 08:15:01
LINK/USD,23.761,23.786,09-06-21 08:14:51
LINK/USD,23.739,23.771,09-06-21 08:14:41
LINK/USD,23.728,23.758,09-06-21 08:14:31
LINK/USD,23.757,23.783,09-06-21 08:14:21
LINK/USD,23.766,23.796,09-06-21 08:14:11
LINK/USD,23.789,23.807,09-06-21 08:14:01
LINK/USD,23.781,23.801,09-06-21 08:13:51
LINK/USD,23.733,23.764,09-06-21 08:13:41
LINK/USD,23.74,23.754,09-06-21 08:13:31
LINK/USD,23.71,23.748,09-06-21 08:13:21
LINK/USD,23.696,23.718,09-06-21 08:13:11
LINK/USD,23.729,23.755,09-06-21 08:13:01
LINK/USD,23.728,23.751,09-06-21 08:12:51
LINK/USD,23.705,23.728,09-06-21 08:12:41
LINK/USD,23.698,23.73,09-06-21 08:12:31
LINK/USD,23.701,23.736,09-06-21 08:12:21
LINK/USD,23.69,23.728,09-06-21 08:12:11
LINK/USD,23.728,23.762,09-06-21 08:12:01
LINK/USD,23.739,23.764,09-06-21 08:11:51
LINK/USD,23.711,23.738,09-06-21 08:11:41
LINK/USD,23.712,23.731,09-06-21 08:11:31
LINK/USD,23.718,23.744,09-06-21 08:11:21
LINK/USD,23.69,23.726,09-06-21 08:11:11
LINK/USD,23.689,23.701,09-06-21 08:11:01
LINK/USD,23.651,23.68,09-06-21 08:10:51
LINK/USD,23.665,23.699,09-06-21 08:10:41
